pcd,pcd2,pcds,dointr,doterm,oscty,oslaua,osward,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,hro,ctry,gor,streg,pcon,eer,teclec,ttwa,pct,nuts,psed,cened,edind,oshaprev,lea,oldha,wardc91,wardo91,ward98,statsward,oa01,casward,park,lsoa01,msoa01,ur01ind,oac01,oldpct,oa11,lsoa11,msoa11,parish,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd
"BS9 4XJ","BS9  4XJ","BS9 4XJ","200404","201311","E99999999","E06000023","E05010917","1","357114","0177418","1","E18000010","E19000002","E92000001","E12000009","6","E14000600","E15000009","E24000035","E30000180","E16000139","E05010917","08UCGJ07","DDGJ07","1","Q20","801","QD8","09DDGJ","08UCGJ","00HBNJ","00HBPX","E00074349","00HBPX","E99999999","E01014719","E02003017","5","2B1","5JF","E00074349","E01014719","E02003017","E43000019","E33047323","E38000022","E34004965","E35001261","C1","5B3",51.494068,-2.619137,"E37000037","","E23000036",27209
"BS991UT","BS99 1UT","BS99 1UT","199208","200601","E99999999","E06000023","E05010907","1","360204","0173429","1","E18000010","E19000002","E92000001","E12000009","6","E14000602","E15000009","E24000035","E30000180","E16000139","E05010907","08UCFZ20","DDFZ20","1","Q20","801","QD8","09DDFZ","08UCFZ","00HBMZ","00HBPM","E00074017","00HBPM","E99999999","E01014656","E02003042","5","2A2","5JF","E00174282","E01033358","E02006887","E43000019","E33047120","E38000022","E34004965","E35001261","C1","3B3",51.458430,-2.574179,"E37000037","","E23000036",732
"BS993SR","BS99 3SR","BS99 3SR","200006","200806","E99999999","E06000023","E05010907","1","360204","0173429","1","E18000010","E19000002","E92000001","E12000009","6","E14000602","E15000009","E24000035","E30000180","E16000139","E05010907","08UCFZ20","DDFZ20","1","Q20","801","QD8","09DDFZ","08UCFZ","00HBMZ","00HBPM","E00074017","00HBPM","E99999999","E01014656","E02003042","5","2A2","5JF","E00174282","E01033358","E02006887","E43000019","E33047120","E38000022","E34004965","E35001261","C1","3B3",51.458430,-2.574179,"E37000037","","E23000036",732
"BS995ZN","BS99 5ZN","BS99 5ZN","200803","200903","E99999999","E06000023","E05010907","1","360204","0173429","1","E18000010","E19000002","E92000001","E12000009","6","E14000602","E15000009","E24000035","E30000180","E16000139","E05010907","08UCFZ20","DDFZ20","1","Q20","801","QD8","09DDFZ","08UCFZ","00HBMZ","00HBPM","E00074017","00HBPM","E99999999","E01014656","E02003042","5","2A2","5JF","E00174282","E01033358","E02006887","E43000019","E33047120","E38000022","E34004965","E35001261","C1","3B3",51.458430,-2.574179,"E37000037","","E23000036",732
"BS997ZU","BS99 7ZU","BS99 7ZU","200209","200601","E99999999","E06000023","E05010907","1","360204","0173429","1","E18000010","E19000002","E92000001","E12000009","6","E14000602","E15000009","E24000035","E30000180","E16000139","E05010907","08UCFZ20","DDFZ20","1","Q20","801","QD8","09DDFZ","08UCFZ","00HBMZ","00HBPM","E00074017","00HBPM","E99999999","E01014656","E02003042","5","2A2","5JF","E00174282","E01033358","E02006887","E43000019","E33047120","E38000022","E34004965","E35001261","C1","3B3",51.458430,-2.574179,"E37000037","","E23000036",732
"BT1 1SB","BT1  1SB","BT1 1SB","199412","","N99999999","N09000003","N08000315","0","333548","0374449","1","ZB001","N99999999","N92000002","N99999999","0","N06000004","N07000001","N99999999","N12000002","ZC010","UKN0100021","95Z 4001","Z 4001","6","ZE0","951","ZE0","95Z 40","95Z 40","95Z 39","99ZZ00","95GG210002","95GG21","N99999999","95GG21S3","N99999999","A","1B1","X98","N00001155","95GG21S3","N99999999","N99999999","N19000388","ZC010","N99999999","N99999999","","2C1",54.600619,-5.934270,"N99999999","N99999999","N99999999",189
"BT127DZ","BT12 7DZ","BT12 7DZ","198412","201003","N99999999","N09000003","N08000305","0","330615","0374007","1","ZB001","N99999999","N92000002","N99999999","0","N06000004","N07000001","N99999999","N12000002","ZC010","UKN0100048","95Z 4809","Z 4809","6","ZE0","951","ZE0","95Z 48","95Z 48","95Z 31","99ZZ00","95GG480006","95GG48","N99999999","95GG48S2","N99999999","A","1A1","X98","N00001572","95GG48S2","N99999999","N99999999","N19000633","ZC010","N99999999","N99999999","","8D1",54.597417,-5.979819,"N99999999","N99999999","N99999999",83
"BT160PH","BT16 0PH","BT16 0PH","198412","199806","N99999999","N09000007","N08000719","0","342890","0374000","8","ZB001","N99999999","N92000002","N99999999","0","N06000001","N07000001","N99999999","N12000002","ZC010","UKN0203013","95Y 0305","Y 0305","6","ZE0","953","ZE0","95Y 03","95Y 03","95Y 04","99ZZ00","95II130006","95II13","N99999999","95II13W1","N99999999","A","5B1","X98","N00001859","95II13W1","N99999999","N99999999","N19000723","ZC010","N99999999","N99999999","","7C1",54.594036,-5.790049,"N99999999","N99999999","N99999999",1168
"BT161DD","BT16 1DD","BT16 1DD","200501","","N99999999","N09000007","N08000702","0","341610","0373074","1","ZB001","N99999999","N92000002","N99999999","0","N06000001","N07000001","N99999999","N12000002","ZC010","UKN0203001","95Y 0102","Y 0102","6","ZE0","953","ZE0","95Y 01","95Y 01","95Y 05","99ZZ00","95II010007","95II01","N99999999","95II01S1","N99999999","A","1A1","X98","N00001753","95II01S1","N99999999","N99999999","N19000718","ZC010","N99999999","N99999999","","8A1",54.586084,-5.810282,"N99999999","N99999999","N99999999",3063
"BT170EX","BT17 0EX","BT17 0EX","198412","","N99999999","N09000003","N08000355","0","328397","0369660","1","ZB001","N99999999","N92000002","N99999999","0","N06000004","N07000001","N99999999","N12000002","ZC040","UKN0204016","95S 1502","S 1502","6","ZE0","953","ZE0","95S 15","95S 15","95S 29","99ZZ00","95SS160003","95SS16","N99999999","95SS16S1","N99999999","A","4C2","X98","N00003399","95SS16S1","N99999999","N99999999","N19001350","ZC040","N99999999","N99999999","","5B2",54.558958,-6.016012,"N99999999","N99999999","N99999999",2119
"BT179JU","BT17 9JU","BT17 9JU","198412","","N99999999","N09000003","N08000326","0","330909","0368149","1","ZB001","N99999999","N92000002","N99999999","0","N06000003","N07000001","N99999999","N12000002","ZC010","UKN0100023","95Z 4512","Z 4512","6","ZE0","951","ZE0","95Z 45","95Z 45","95Z 17","99ZZ00","95GG230010","95GG23","N99999999","95GG23S1","N99999999","A","4B4","X98","N00001174","95GG23S1","N99999999","N99999999","N19000561","ZC010","N99999999","N99999999","","6A2",54.544750,-5.977880,"N99999999","N99999999","N99999999",4635
"BT191EU","BT19 1EU","BT19 1EU","198412","","N99999999","N09000011","N08001124","0","348043","0382158","1","ZB001","N99999999","N92000002","N99999999","0","N06000013","N07000001","N99999999","N12000002","ZC040","UKN0205013","95W 1206","W 1206","6","ZE0","953","ZE0","95W 12","95W 12","95W 20","99ZZ00","95XX130008","95XX13","N99999999","95XX13W1","N99999999","A","4B1","X98","N00004233","95XX13W1","N99999999","N99999999","N19001642","ZC040","N99999999","N99999999","","6A4",54.665780,-5.706275,"N99999999","N99999999","N99999999",4690
"BT197AR","BT19 7AR","BT19 7AR","200206","","N99999999","N09000011","N08001107","0","351345","0379846","1","ZB001","N99999999","N92000002","N99999999","0","N06000013","N07000001","N99999999","N12000002","ZC040","UKN0205006","95W 0501","W 0501","6","ZE0","953","ZE0","95W 05","95W 05","95W 10","99ZZ00","95XX060011","95XX06","N99999999","95XX06S2","N99999999","A","1B2","X98","N00004167","95XX06S2","N99999999","N99999999","N19001609","ZC040","N99999999","N99999999","","7C1",54.644049,-5.656341,"N99999999","N99999999","N99999999",1553
"BT197WZ","BT19 7WZ","BT19 7WZ","200701","","N99999999","N09000011","N08001107","1","351694","0379316","5","ZB001","N99999999","N92000002","N99999999","0","N06000013","N07000001","N99999999","N12000002","ZC040","UKN0205006","95W 0503","W 0503","6","ZE0","953","ZE0","95W 05","95W 05","95W 10","99ZZ00","95XX060003","95XX06","N99999999","95XX06S2","N99999999","A","4A1","X98","N00004165","95XX06S2","N99999999","N99999999","N19001609","ZC040","N99999999","N99999999","","6B4",54.639187,-5.651214,"N99999999","N99999999","N99999999",3915
"BT210HG","BT21 0HG","BT21 0HG","198412","","N99999999","N09000011","N08001119","0","359350","0379950","1","ZB001","N99999999","N92000002","N99999999","0","N06000013","N07000001","N99999999","N12000002","ZC040","UKN0302010","95X 0908","X 0908","6","ZE0","953","ZE0","95X 09","95X 09","95X 16","99ZZ00","95BB100001","95BB10","N99999999","95BB10S1","N99999999","E","5B4","X98","N00000210","95BB10S1","N99999999","N99999999","N19000067","ZC040","N99999999","N99999999","","7A2",54.642521,-5.532407,"N99999999","N99999999","N99999999",1432
"BT221BT","BT22 1BT","BT22 1BT","198412","","N99999999","N09000011","N08001133","0","366072","0363195","1","ZB001","N99999999","N92000002","N99999999","0","N06000016","N07000001","N99999999","N12000002","ZC040","UKN0302021","95X 1703","X 1703","6","ZE0","953","ZE0","95X 17","95X 17","95X 21","99ZZ00","95BB210010","95BB21","N99999999","95BB21S2","N99999999","H","3A1","X98","N00000326","95BB21S2","N99999999","N99999999","N19000082","ZC040","N99999999","N99999999","","1B1",54.489994,-5.437850,"N99999999","N99999999","N99999999",3160
"BT238XE","BT23 8XE","BT23 8XE","199512","","N99999999","N09000011","N08001129","0","351091","0374853","1","ZB001","N99999999","N92000002","N99999999","0","N06000016","N07000001","N99999999","N12000002","ZC040","UKN0302017","95X 1510","X 1510","6","ZE0","953","ZE0","95X 15","95X 15","95X 15","99ZZ00","95BB170004","95BB17","N99999999","95BB17S1","N99999999","C","4C1","X98","N00000276","95BB17S1","N99999999","N99999999","N19000077","ZC040","N99999999","N99999999","","6B3",54.599310,-5.662844,"N99999999","N99999999","N99999999",4083
"BT248BF","BT24 8BF","BT24 8BF","199912","","N99999999","N09000010","N08001005","0","336073","0352741","1","ZB001","N99999999","N92000002","N99999999","0","N06000016","N07000001","N99999999","N12000002","ZC040","UKN0306003","95R 0303","R 0303","6","ZE0","953","ZE0","95R 03","95R 03","95R 04","99ZZ00","95NN030005","95NN03","N99999999","95NN03S1","N99999999","E","4A1","X98","N00002647","95NN03S1","N99999999","N99999999","N19001057","ZC040","N99999999","N99999999","","5B3",54.405069,-5.905225,"N99999999","N99999999","N99999999",4043
"BT266PU","BT26 6PU","BT26 6PU","198412","","N99999999","N09000007","N08000713","0","327539","0355237","1","ZB001","N99999999","N92000002","N99999999","0","N06000009","N07000001","N99999999","N12000002","ZC040","UKN0204008","95S 0706","S 0706","6","ZE0","953","ZE0","95S 07","95S 07","95S 07","99ZZ00","95SS080011","95SS08","N99999999","95SS08S1","N99999999","H","4B1","X98","N00003318","95SS08S1","N99999999","N99999999","N19001357","ZC040","N99999999","N99999999","","6A2",54.429686,-6.035488,"N99999999","N99999999","N99999999",4333
"BT282YE","BT28 2YE","BT28 2YE","199812","","N99999999","N09000007","N08000705","0","324582","0365044","1","ZB001","N99999999","N92000002","N99999999","0","N06000009","N07000001","N99999999","N12000002","ZC040","UKN0204004","95S 0309","S 0309","6","ZE0","953","ZE0","95S 03","95S 03","95S 16","99ZZ00","95SS040003","95SS04","N99999999","95SS04S1","N99999999","A","4A1","X98","N00003272","95SS04S1","N99999999","N99999999","N19001380","ZC040","N99999999","N99999999","","8C1",54.518468,-6.076896,"N99999999","N99999999","N99999999",4312
"BT306FF","BT30 6FF","BT30 6FF","200707","","N99999999","N09000010","N08001012","0","348510","0343617","1","ZB001","N99999999","N92000002","N99999999","0","N06000015","N07000001","N99999999","N12000002","ZC040","UKN0306007","95R 0604","R 0604","6","ZE0","953","ZE0","95R 06","95R 06","95R 12","99ZZ00","95NN070001","95NN07","N99999999","95NN07S2","N99999999","D","1B1","X98","N00002673","95NN07S2","N99999999","N99999999","N19001048","ZC040","N99999999","N99999999","","5B3",54.319696,-5.718403,"N99999999","N99999999","N99999999",558
"BT306LH","BT30 6LH","BT30 6LH","199301","","N99999999","N09000010","N08001034","0","348848","0345815","1","ZB001","N99999999","N92000002","N99999999","0","N06000015","N07000001","N99999999","N12000002","ZC040","UKN0306018","95R 1805","R 1805","6","ZE0","953","ZE0","95R 18","95R 18","95R 09","99ZZ00","95NN180006","95NN18","N99999999","95NN18S2","N99999999","D","4B2","X98","N00002755","95NN18S2","N99999999","N99999999","N19001070","ZC040","N99999999","N99999999","","1C3",54.339327,-5.712118,"N99999999","N99999999","N99999999",3324
"BT309XA","BT30 9XA","BT30 9XA","199906","200507","N99999999","N09000010","N08001016","1","352110","0353410","5","ZB001","N99999999","N92000002","N99999999","0","N06000016","N07000001","N99999999","N12000002","ZC040","UKN0306015","95R 1504","R 1504","6","ZE0","953","ZE0","95R 15","95R 15","95R 07","99ZZ00","95NN150007","95NN15","N99999999","95NN15W1","N99999999","F","1B1","X98","N00002732","95NN15W1","N99999999","N99999999","N19001102","ZC040","N99999999","N99999999","","8C2",54.406539,-5.658130,"N99999999","N99999999","N99999999",1920
"BT323TA","BT32 3TA","BT32 3TA","198412","","N99999999","N09000002","N08000203","0","319619","0346690","1","ZB001","N99999999","N92000002","N99999999","0","N06000015","N07000001","N99999999","N12000009","ZC030","UKN0304004","95Q 0302","Q 0302","6","ZS0","954","ZS0","95Q 03","95Q 03","95Q 04","99ZZ00","95FF040001","95FF04","N99999999","95FF04W1","N99999999","H","3B1","X98","N00000735","95FF04W1","N99999999","N99999999","N19000304","ZC030","N99999999","N99999999","","1A1",54.354867,-6.160893,"N99999999","N99999999","N99999999",3904
"BT324GD","BT32 4GD","BT32 4GD","200306","","N99999999","N09000002","N08000203","0","313130","0346241","1","ZB001","N99999999","N92000002","N99999999","0","N06000017","N07000001","N99999999","N12000009","ZC030","UKN0304001","95Q 0102","Q 0102","6","ZS0","954","ZS0","95Q 01","95Q 01","95Q 15","99ZZ00","95FF010001","95FF01","N99999999","95FF01S1","N99999999","D","4A1","X98","N00000715","95FF01S1","N99999999","N99999999","N19000310","ZC030","N99999999","N99999999","","6B2",54.352315,-6.260818,"N99999999","N99999999","N99999999",3617
"BT342FD","BT34 2FD","BT34 2FD","200206","","N99999999","N09000010","N08001037","0","309639","0326979","1","ZB001","N99999999","N92000002","N99999999","0","N06000011","N07000001","N99999999","N12000009","ZC030","UKN0506028","95P 3004","P 3004","6","ZS0","954","ZS0","95P 30","95P 30","95P 15","99ZZ00","95VV280010","95VV28","N99999999","95VV28S1","N99999999","C","4B2","X98","N00003871","95VV28S1","N99999999","N99999999","N19001506","ZC030","N99999999","N99999999","","6B2",54.180109,-6.321528,"N99999999","N99999999","N99999999",3076
"BT342PG","BT34 2PG","BT34 2PG","198412","","N99999999","N09000010","N08001001","0","309485","0324546","1","ZB001","N99999999","N92000002","N99999999","0","N06000011","N07000001","N99999999","N12000009","ZC030","UKN0506027","95P 2402","P 2402","6","ZS0","954","ZS0","95P 24","95P 24","95P 16","99ZZ00","95VV270005","95VV27","N99999999","95VV27W1","N99999999","C","1C3","X98","N00003867","95VV27W1","N99999999","N99999999","N19001512","ZC030","N99999999","N99999999","","8D3",54.158293,-6.324769,"N99999999","N99999999","N99999999",1593
"BT343RD","BT34 3RD","BT34 3RD","198412","","N99999999","N09000010","N08001017","0","313659","0323499","1","ZB001","N99999999","N92000002","N99999999","0","N06000015","N07000001","N99999999","N12000009","ZC030","UKN0506021","95P 2007","P 2007","6","ZS0","954","ZS0","95P 20","95P 20","95P 12","99ZZ00","95VV210001","95VV21","N99999999","95VV21S2","N99999999","H","3B1","X98","N00003826","95VV21S2","N99999999","N99999999","N19001498","ZC030","N99999999","N99999999","","1A1",54.147986,-6.261300,"N99999999","N99999999","N99999999",3926
"BT350HN","BT35 0HN","BT35 0HN","198412","","N99999999","N09000010","N08001033","0","292806","0329439","1","ZB001","N99999999","N92000002","N99999999","0","N06000011","N07000001","N99999999","N12000009","ZC030","UKN0506022","95P 2102","P 2102","6","ZS0","954","ZS0","95P 21","95P 21","95P 25","99ZZ00","95VV220005","95VV22","N99999999","95VV22W1","N99999999","H","3B1","X98","N00003832","95VV22W1","N99999999","N99999999","N19001472","ZC030","N99999999","N99999999","","1A1",54.205519,-6.578486,"N99999999","N99999999","N99999999",2290
"BT356BG","BT35 6BG","BT35 6BG","199405","200112","N99999999","N09000010","N08001003","1","308200","0326673","5","ZB001","N99999999","N92000002","N99999999","0","N06000011","N07000001","N99999999","N12000009","ZC030","UKN0506010","95P 2502","P 2502","6","ZS0","954","ZS0","95P 25","95P 25","95P 19","99ZZ00","95VV100008","95VV10","N99999999","95VV10S2","N99999999","C","5B4","X98","N00003741","95VV10S2","N99999999","N99999999","N19001452","ZC030","N99999999","N99999999","","7A1",54.177666,-6.343667,"N99999999","N99999999","N99999999",612
"BT357QS","BT35 7QS","BT35 7QS","198412","","N99999999","N09000010","N08001010","0","298263","0328548","1","ZB001","N99999999","N92000002","N99999999","0","N06000011","N07000001","N99999999","N12000009","ZC030","UKN0506022","95P 2104","P 2104","6","ZS0","954","ZS0","95P 21","95P 21","95P 25","99ZZ00","95VV220002","95VV22","N99999999","95VV22W1","N99999999","H","3B1","X98","N00003829","95VV22W1","N99999999","N99999999","N19001480","ZC030","N99999999","N99999999","","1A1",54.196501,-6.495179,"N99999999","N99999999","N99999999",2143
"BT387BJ","BT38 7BJ","BT38 7BJ","199512","","N99999999","N09000008","N08000828","0","342536","0389742","1","ZB001","N99999999","N92000002","N99999999","0","N06000005","N07000001","N99999999","N12000002","ZC020","UKN0201006","95V 0405","V 0405","6","ZN0","952","ZN0","95V 04","95V 04","95V 03","99ZZ00","95HH060005","95HH06","N99999999","95HH06S2","N99999999","A","4A1","X98","N00001684","95HH06S2","N99999999","N99999999","N19000686","ZC020","N99999999","N99999999","","6A2",54.735441,-5.787851,"N99999999","N99999999","N99999999",4346
"BT390TD","BT39 0TD","BT39 0TD","198412","","N99999999","N09000008","N08000822","0","322246","0395669","1","ZB001","N99999999","N92000002","N99999999","0","N06000012","N07000001","N99999999","N12000001","ZC020","UKN0303016","95G 1505","G 1505","6","ZN0","952","ZN0","95G 15","95G 15","95G 03","99ZZ00","95DD160005","95DD16","N99999999","95DD16W1","N99999999","H","3B1","X98","N00000586","95DD16W1","N99999999","N99999999","N19000227","ZC020","N99999999","N99999999","","1A1",54.793990,-6.100157,"N99999999","N99999999","N99999999",2431
